,Player,Nation,Pos,Squad,Born,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Score,Gk_Score
455,Ellis Simms,ENG,FW,Everton,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,33.3,7.0,12.0,58.3,66.0,19.0,5.0,9.0,55.6,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,903.0,56.0,26.4,10.0,9.0,81.0,5.0,7.0,24.0,17.0,0.63,8.0,19.0,-11.0,-1.1,0.05,9.5,20.6,-11.1,-1.1,-0.62,18.0,2.0,3.0,10.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
456,Moussa Sissoko,FRA,MF,Watford,1989.0,53.0,27.0,27.0,20.0,6.0,28.0,42.0,66.7,14.0,42.0,13.0,29.0,30.0,83.0,64.0,0.0,75.0,2.1,62.0,0.0,4.0,3.0,1.0,5.0,3.0,0.08,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,35.0,11.0,2.0,26.0,30.0,27.0,0.0,0.0,0.0,241.0,64.0,52.0,55.2,922.0,1188.0,77.6,14966.0,4705.0,469.0,570.0,82.3,321.0,398.0,80.7,89.0,131.0,67.9,1.0,3.1,2.3,-2.1,37.0,95.0,24.0,11.0,116.0,10.0,480.0,48.0,14.0,5.3,5.0,72.0,3.0,5.0,24.0,23.0,2.4,14.0,6.0,8.0,1.5,0.43,10.0,5.7,4.2,0.8,0.0,1554.0,125.0,417.0,849.0,325.0,36.0,1554.0,76.0,52.0,68.4,24.0,31.6,746.0,3992.0,2076.0,51.0,35.0,3.0,49.0,53.0,822.0,71.0,2.0,25.0,8.0,32.0,0.7,0.22,0.08,0.25,16.8,0.0,0.0,0.0,3.8,3.7,0.15,-1.8,-1.7,,0
457,Oliver Skipp,ENG,MF,Tottenham,2000.0,33.0,19.0,14.0,18.0,1.0,15.0,31.0,48.4,16.0,19.0,7.0,12.0,12.0,45.0,10.0,1.0,24.0,1.6,22.0,0.0,1.0,1.0,0.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,16.0,1.0,6.0,12.0,19.0,0.0,0.0,0.0,77.0,12.0,10.0,54.5,763.0,851.0,89.7,11665.0,2984.0,383.0,408.0,93.9,302.0,323.0,93.5,36.0,59.0,61.0,0.0,0.7,1.1,-0.7,8.0,78.0,11.0,2.0,76.0,21.0,835.0,40.0,24.4,9.3,8.0,82.0,4.0,13.0,14.0,5.0,1.76,18.0,18.0,0.0,0.0,-0.45,16.0,12.6,3.4,0.37,-0.03,973.0,26.0,171.0,653.0,152.0,11.0,973.0,6.0,4.0,66.7,2.0,33.3,581.0,2877.0,1454.0,27.0,28.0,3.0,15.0,11.0,711.0,18.0,0.0,4.0,1.0,25.0,0.27,0.07,0.0,0.0,24.8,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,,0
458,William Smallbone,IRL,MF|FW,Southampton,2000.0,4.0,4.0,2.0,2.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,2.0,6.0,0.0,0.0,2.0,1.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,12.0,1.0,3.0,25.0,20.0,39.0,51.3,284.0,86.0,9.0,14.0,64.3,10.0,16.0,62.5,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,168.0,56.0,4.9,1.9,2.0,77.0,1.0,1.0,15.0,2.0,2.0,6.0,2.0,4.0,2.14,3.44,4.7,2.8,1.8,0.98,1.71,54.0,2.0,11.0,22.0,22.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,23.0,145.0,84.0,4.0,3.0,0.0,3.0,0.0,27.0,7.0,0.0,1.0,0.0,0.0,0.68,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,,0
459,Emile Smith Rowe,ENG,MF|FW,Arsenal,2000.0,14.0,7.0,7.0,7.0,0.0,4.0,20.0,20.0,16.0,18.0,1.0,17.0,15.0,29.0,10.0,1.0,67.0,3.14,52.0,4.0,5.0,4.0,2.0,0.0,6.0,0.28,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,21.0,2.0,45.0,15.0,7.0,0.0,0.0,0.0,105.0,7.0,18.0,28.0,682.0,823.0,82.9,9733.0,1935.0,401.0,441.0,90.9,230.0,268.0,85.8,25.0,58.0,43.1,2.0,2.0,2.3,0.0,30.0,41.0,20.0,1.0,85.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,0.0,1025.0,19.0,142.0,418.0,479.0,62.0,1025.0,53.0,32.0,60.4,21.0,39.6,636.0,3990.0,2131.0,65.0,44.0,20.0,41.0,25.0,749.0,139.0,10.0,40.0,23.0,57.5,1.87,1.08,0.25,0.43,15.8,0.0,0.0,0.0,6.0,6.0,0.15,4.0,4.0,,0
460,Cédric Soares,POR,DF,Arsenal,1991.0,38.0,26.0,23.0,9.0,6.0,16.0,25.0,64.0,9.0,18.0,7.0,11.0,16.0,54.0,31.0,1.0,37.0,2.24,27.0,9.0,0.0,1.0,0.0,0.0,3.0,0.18,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,6.0,3.0,100.0,16.0,26.0,0.0,1.0,0.0,79.0,12.0,27.0,30.8,873.0,1112.0,78.5,14331.0,4550.0,442.0,490.0,90.2,353.0,421.0,83.8,59.0,149.0,39.6,1.0,1.6,1.3,-0.6,18.0,86.0,22.0,16.0,84.0,11.0,332.0,30.0,9.7,3.7,3.0,76.0,1.0,8.0,13.0,22.0,1.45,5.0,5.0,0.0,0.0,-0.26,6.5,6.4,0.1,0.03,0.09,1252.0,52.0,320.0,568.0,376.0,13.0,1252.0,12.0,8.0,66.7,4.0,33.3,677.0,2841.0,1224.0,17.0,22.0,1.0,15.0,11.0,769.0,56.0,1.0,12.0,1.0,8.3,0.73,0.06,0.08,1.0,22.1,2.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4,,0
461,Tomáš Souček,CZE,MF,West Ham,1995.0,66.0,32.0,27.0,33.0,6.0,28.0,65.0,43.1,37.0,34.0,13.0,21.0,52.0,118.0,98.0,1.0,42.0,1.23,36.0,0.0,0.0,3.0,2.0,1.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39.0,18.0,4.0,13.0,52.0,32.0,0.0,0.0,0.0,176.0,133.0,141.0,48.5,1036.0,1361.0,76.1,17344.0,4438.0,510.0,638.0,79.9,403.0,495.0,81.4,91.0,134.0,67.9,1.0,2.2,1.8,-1.2,21.0,105.0,12.0,2.0,141.0,23.0,1645.0,72.0,48.1,18.3,20.0,78.0,10.0,3.0,30.0,1.0,0.65,13.0,40.0,-27.0,-1.48,0.25,14.9,37.5,-22.6,-1.24,-0.2,1759.0,151.0,468.0,963.0,340.0,86.0,1759.0,16.0,10.0,62.5,6.0,37.5,802.0,3715.0,1522.0,36.0,24.0,3.0,40.0,16.0,1026.0,54.0,5.0,45.0,11.0,24.4,1.32,0.32,0.11,0.45,12.8,0.0,0.0,0.0,5.5,4.8,0.11,-0.5,0.2,,0
462,Boubakary Soumaré,FRA,MF,Leicester City,1999.0,19.0,13.0,10.0,8.0,1.0,8.0,17.0,47.1,9.0,13.0,1.0,12.0,14.0,33.0,18.0,0.0,18.0,1.47,14.0,0.0,2.0,0.0,1.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,4.0,14.0,13.0,0.0,0.0,0.0,62.0,27.0,11.0,71.1,444.0,542.0,81.9,6701.0,1678.0,241.0,280.0,86.1,156.0,184.0,84.8,31.0,46.0,67.4,1.0,0.4,0.3,0.6,6.0,38.0,5.0,1.0,45.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,0.0,,,,,0.0,664.0,28.0,174.0,396.0,101.0,7.0,664.0,24.0,14.0,58.3,10.0,41.7,359.0,1772.0,585.0,10.0,16.0,1.0,25.0,13.0,475.0,16.0,0.0,6.0,2.0,33.3,0.49,0.16,0.0,0.0,18.6,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,,0
463,Çağlar Söyüncü,TUR,DF,Leicester City,1996.0,47.0,30.0,32.0,12.0,3.0,26.0,42.0,61.9,16.0,44.0,27.0,17.0,32.0,79.0,115.0,1.0,14.0,0.5,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,24.0,14.0,1.0,5.0,32.0,30.0,0.0,2.0,0.0,164.0,92.0,48.0,65.7,1630.0,1935.0,84.2,29197.0,10178.0,654.0,720.0,90.8,827.0,894.0,92.5,125.0,263.0,47.5,0.0,0.1,0.2,-0.1,3.0,70.0,3.0,2.0,71.0,35.0,3054.0,87.0,89.3,33.9,35.0,87.0,30.0,0.0,0.0,0.0,1.29,44.0,51.0,-7.0,-0.21,0.04,41.7,44.8,-3.0,-0.09,-0.17,2216.0,284.0,1186.0,982.0,65.0,16.0,2216.0,8.0,4.0,50.0,4.0,50.0,1393.0,6984.0,3401.0,19.0,15.0,0.0,9.0,3.0,1509.0,5.0,1.0,8.0,1.0,12.5,0.29,0.04,0.13,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.13,0.0,0.0,,0
464,Tony Springett,IRL,MF|FW,Norwich City,2002.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.91,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,14.3,25.0,38.0,65.8,348.0,78.0,16.0,22.0,72.7,9.0,10.0,90.0,0.0,2.0,0.0,0.0,0.5,0.0,-0.5,2.0,1.0,1.0,1.0,2.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,0.0,,,,,0.0,52.0,2.0,15.0,22.0,18.0,5.0,52.0,2.0,1.0,50.0,1.0,50.0,39.0,324.0,203.0,8.0,2.0,3.0,2.0,3.0,39.0,11.0,0.0,1.0,1.0,100.0,0.64,0.64,0.0,0.0,12.9,0.0,0.0,0.0,0.2,0.2,0.17,-0.2,-0.2,,0
465,Jason Steele,ENG,GK,Brighton,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,34.0,38.0,89.5,744.0,408.0,9.0,9.0,100.0,21.0,21.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,0.0,,,,,0.0,41.0,37.0,41.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,19.0,98.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
466,Jed Steer,ENG,GK,Aston Villa,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,38.0,78.9,700.0,558.0,8.0,8.0,100.0,17.0,17.0,100.0,5.0,13.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,921.0,84.0,26.9,10.2,11.0,84.0,10.0,0.0,0.0,0.0,2.09,21.0,11.0,10.0,0.98,1.01,16.6,11.0,5.6,0.55,0.83,38.0,34.0,37.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,19.0,123.0,70.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
467,Zack Steffen,USA,GK,Manchester City,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,39.0,87.2,567.0,330.0,17.0,17.0,100.0,15.0,15.0,100.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,0.0,,,,,0.0,42.0,38.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,19.0,86.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
468,Dale Stephens,ENG,MF,Burnley,1989.0,4.0,1.0,0.0,3.0,1.0,3.0,8.0,37.5,5.0,4.0,1.0,3.0,1.0,5.0,1.0,0.0,1.0,0.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,46.0,57.0,80.7,812.0,228.0,20.0,27.0,74.1,17.0,20.0,85.0,7.0,7.0,100.0,0.0,0.0,0.1,0.0,1.0,4.0,2.0,0.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,0.0,,,,,0.0,71.0,3.0,10.0,54.0,7.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,25.0,102.0,26.0,0.0,1.0,0.0,2.0,0.0,35.0,1.0,0.0,1.0,0.0,0.0,0.73,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0
469,Jack Stephens,ENG,DF,Southampton,1994.0,19.0,12.0,13.0,5.0,1.0,6.0,16.0,37.5,10.0,12.0,7.0,5.0,19.0,38.0,42.0,0.0,6.0,0.67,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,68.0,13.0,12.0,52.0,361.0,474.0,76.2,6659.0,2565.0,143.0,158.0,90.5,184.0,219.0,84.0,29.0,79.0,36.7,0.0,0.3,0.2,-0.3,4.0,24.0,1.0,0.0,28.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,0.0,,,,,0.0,566.0,77.0,288.0,260.0,21.0,3.0,566.0,2.0,2.0,100.0,0.0,0.0,307.0,1542.0,991.0,7.0,9.0,0.0,2.0,1.0,318.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
470,Raheem Sterling,ENG,FW,Manchester City,1994.0,23.0,10.0,3.0,11.0,9.0,10.0,23.0,43.5,13.0,12.0,0.0,12.0,12.0,35.0,3.0,0.0,93.0,3.93,72.0,1.0,12.0,4.0,4.0,0.0,10.0,0.42,5.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,19.0,37.0,10.0,50.0,12.0,10.0,2.0,0.0,0.0,86.0,4.0,18.0,18.2,714.0,880.0,81.1,9140.0,1729.0,479.0,527.0,90.9,184.0,226.0,81.4,14.0,29.0,48.3,5.0,5.5,4.6,-0.5,42.0,15.0,48.0,9.0,65.0,26.0,1141.0,44.0,33.4,12.7,12.0,76.0,4.0,14.0,16.0,2.0,1.23,18.0,14.0,4.0,0.32,0.32,16.3,13.2,3.1,0.24,0.14,1173.0,8.0,51.0,339.0,797.0,191.0,1170.0,112.0,53.0,47.3,59.0,52.7,886.0,5297.0,2574.0,108.0,54.0,65.0,62.0,54.0,991.0,317.0,13.0,54.0,25.0,46.3,2.28,1.06,0.2,0.44,14.0,0.0,2.0,3.0,14.0,11.5,0.21,-1.0,-0.5,,0
471,Finley Stevens,WAL,DF,Brentford,2003.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,5.0,7.0,71.4,82.0,39.0,3.0,3.0,100.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.1,0.0,-0.1,1.0,0.0,1.0,0.0,2.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,0.0,17.0,0.0,2.0,3.0,-1.0,-1.0,-0.97,0.2,3.4,-3.1,-3.11,-3.06,9.0,1.0,1.0,5.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
472,John Stones,ENG,DF,Manchester City,1994.0,5.0,3.0,3.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,3.0,0.0,11.0,16.0,27.0,1.0,13.0,1.05,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,52.0,47.0,10.0,82.5,911.0,1001.0,91.0,16544.0,4754.0,391.0,420.0,93.1,426.0,455.0,93.6,83.0,102.0,81.4,0.0,0.2,0.3,-0.2,4.0,82.0,4.0,0.0,63.0,5.0,382.0,76.0,11.2,4.2,4.0,90.0,4.0,1.0,22.0,9.0,0.6,3.0,9.0,-6.0,-1.41,0.22,4.0,9.1,-5.1,-1.2,-0.07,1072.0,82.0,356.0,631.0,91.0,10.0,1072.0,9.0,8.0,88.9,1.0,11.1,768.0,4519.0,2638.0,28.0,23.0,0.0,4.0,1.0,846.0,7.0,1.0,9.0,5.0,55.6,0.72,0.4,0.11,0.2,13.2,0.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1,,0
473,Pascal Struijk,NED,DF|MF,Leeds United,1999.0,61.0,39.0,34.0,23.0,4.0,30.0,50.0,60.0,20.0,35.0,23.0,12.0,33.0,94.0,60.0,2.0,21.0,0.92,18.0,0.0,0.0,2.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,25.0,8.0,1.0,0.0,33.0,39.0,0.0,0.0,0.0,161.0,40.0,39.0,50.6,1089.0,1278.0,85.2,20168.0,6807.0,372.0,423.0,87.9,616.0,665.0,92.6,85.0,148.0,57.4,0.0,0.4,0.2,-0.4,11.0,62.0,1.0,0.0,86.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,,,0.0,1533.0,172.0,801.0,653.0,85.0,21.0,1533.0,3.0,2.0,66.7,1.0,33.3,803.0,3748.0,2049.0,8.0,5.0,0.0,18.0,5.0,932.0,10.0,1.0,11.0,3.0,27.3,0.48,0.13,0.09,0.33,9.1,0.0,0.0,0.0,1.4,1.4,0.14,-0.4,-0.4,,0
474,Crysencio Summerville,NED,MF|FW,Leeds United,2001.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,3.0,2.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,51.0,70.0,72.9,638.0,142.0,32.0,37.0,86.5,14.0,21.0,66.7,1.0,3.0,33.3,0.0,0.0,0.1,0.0,2.0,2.0,4.0,0.0,7.0,3.0,28.0,9.0,0.8,0.3,0.0,0.0,0.0,3.0,9.0,2.0,0.33,0.0,0.0,0.0,0.0,0.61,0.9,0.1,0.8,2.62,3.02,93.0,1.0,16.0,26.0,51.0,9.0,93.0,7.0,4.0,57.1,3.0,42.9,56.0,309.0,159.0,5.0,0.0,0.0,4.0,2.0,62.0,16.0,0.0,2.0,0.0,0.0,1.38,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2,,0
475,Jakob Sørensen,DEN,MF|DF,Norwich City,1998.0,22.0,11.0,6.0,14.0,2.0,10.0,20.0,50.0,10.0,7.0,3.0,4.0,10.0,32.0,19.0,0.0,5.0,0.75,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,10.0,11.0,0.0,1.0,0.0,48.0,11.0,9.0,55.0,251.0,309.0,81.2,4615.0,1347.0,98.0,111.0,88.3,117.0,132.0,88.6,29.0,50.0,58.0,0.0,0.0,0.1,0.0,0.0,21.0,2.0,1.0,20.0,20.0,1045.0,52.0,30.6,11.6,12.0,72.0,1.0,8.0,23.0,6.0,1.4,12.0,19.0,-7.0,-0.6,-0.56,11.3,15.8,-4.4,-0.38,-0.45,381.0,33.0,154.0,195.0,37.0,8.0,381.0,4.0,3.0,75.0,1.0,25.0,219.0,1063.0,524.0,4.0,1.0,0.0,2.0,2.0,233.0,4.0,0.0,5.0,1.0,20.0,0.75,0.15,0.0,0.0,16.5,0.0,0.0,0.0,0.5,0.5,0.1,-0.5,-0.5,,0
476,Japhet Tanganga,ENG,DF,Tottenham,1999.0,14.0,8.0,7.0,6.0,1.0,9.0,19.0,47.4,10.0,13.0,5.0,8.0,9.0,23.0,31.0,0.0,3.0,0.37,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,19.0,8.0,1.0,11.0,9.0,8.0,0.0,0.0,0.0,24.0,15.0,9.0,62.5,333.0,407.0,81.8,4995.0,1531.0,175.0,191.0,91.6,124.0,158.0,78.5,19.0,36.0,52.8,0.0,0.2,0.4,-0.2,2.0,9.0,4.0,1.0,20.0,7.0,133.0,19.0,3.9,1.5,0.0,0.0,0.0,7.0,19.0,11.0,2.57,11.0,0.0,11.0,7.44,5.88,6.1,0.4,5.8,3.9,2.55,493.0,45.0,163.0,241.0,94.0,10.0,493.0,7.0,5.0,71.4,2.0,28.6,275.0,1388.0,782.0,13.0,11.0,2.0,7.0,5.0,315.0,21.0,0.0,7.0,2.0,28.6,0.86,0.24,0.0,0.0,13.3,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,,0
477,Matt Targett,ENG,DF,Aston Villa,1995.0,34.0,18.0,28.0,5.0,1.0,24.0,45.0,53.3,21.0,16.0,9.0,7.0,23.0,57.0,35.0,0.0,36.0,2.26,30.0,5.0,0.0,1.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,11.0,0.0,59.0,23.0,18.0,0.0,1.0,1.0,73.0,32.0,14.0,69.6,592.0,823.0,71.9,10224.0,4703.0,287.0,338.0,84.9,238.0,299.0,79.6,56.0,131.0,42.7,1.0,1.7,1.6,-0.7,21.0,68.0,20.0,8.0,83.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,,,,,0.0,984.0,60.0,293.0,437.0,259.0,15.0,984.0,6.0,1.0,16.7,5.0,83.3,466.0,1618.0,886.0,19.0,16.0,2.0,9.0,4.0,543.0,79.0,1.0,7.0,2.0,28.6,0.44,0.13,0.14,0.5,13.5,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5,,0
