,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
291,Matthew Lowton,ENG,DF,Burnley,1989,19.7,38,24,20,10,8,20,37,17,25,11,14,26,64,68,0,34,1.73,25,4,0,1,2,2,2,0.1,1,0,0,1,0,0,3,1,0,13,6,0,51,26,24,0,0,0,118,25,16,599,887,67.5,10846,5050,302,344,197,286,90,208,2,2.1,1.6,-0.1,18,65,21,9,74,1090,94,314,507,279,5,1090,21,10,11,419,1585,915,21,14,0,11,6,481,39,1,10,2,0.51,0.1,0.1,0.5,21.6,0,0,0,0.7,0.7,0.07,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Douglas Luiz,BRA,MF,Aston Villa,1998,30.2,59,39,30,24,5,21,72,51,30,7,23,34,93,28,1,89,2.95,60,21,1,2,5,0,9,0.3,6,2,0,1,0,0,7,0,0,37,41,0,83,34,39,0,0,0,183,26,32,1290,1550,83.2,21991,7065,567,644,559,629,121,210,3,2.5,2.2,0.5,37,107,19,2,105,1823,84,459,1060,319,8,1823,43,24,19,1006,5053,2345,28,16,1,50,17,1116,44,2,23,8,0.76,0.27,0.09,0.25,25.3,8,0,0,2.0,2.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Romelu Lukaku,BEL,FW,Chelsea,1993,17.7,2,1,0,1,1,1,5,4,11,1,10,0,2,20,0,50,2.83,35,0,5,3,6,1,5,0.28,0,0,3,0,2,0,1,0,0,8,12,14,7,0,1,3,0,0,33,51,47,231,327,70.6,2627,415,157,194,43,65,6,12,0,3.0,1.7,-3.0,24,10,9,0,19,483,21,29,198,259,90,482,25,13,12,237,1184,570,29,15,17,37,25,360,125,8,42,14,2.38,0.79,0.17,0.5,13.8,1,1,1,6.6,5.8,0.14,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Lyanco,BRA,DF,Southampton,1997,10.1,18,15,11,7,0,10,18,8,18,13,5,13,31,50,1,10,0.99,6,0,1,2,0,1,1,0.1,1,0,0,0,0,0,2,0,0,13,7,0,4,13,15,0,0,0,73,19,14,282,397,71.0,5428,2134,94,107,158,189,25,89,0,0.1,0.1,-0.1,3,25,2,0,18,530,104,272,245,19,4,530,4,4,0,280,1232,536,3,1,0,5,2,265,1,0,6,1,0.59,0.1,0.0,0.0,16.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Alexis Mac Allister,ARG,MF|FW,Brighton,1998,23.6,65,40,23,30,12,29,68,39,37,7,30,13,78,22,0,83,3.52,57,10,3,3,7,3,5,0.21,2,2,0,1,0,0,4,0,0,30,39,4,66,13,40,0,0,0,149,24,23,858,1066,80.5,14410,4157,411,473,328,370,78,133,2,1.9,2.6,0.1,31,104,25,2,137,1368,41,222,652,510,49,1365,42,21,21,719,3238,1502,30,38,2,43,23,854,66,5,57,9,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,James Maddison,ENG,MF|FW,Leicester City,1996,27.3,40,20,8,24,8,14,46,32,18,3,15,11,51,12,0,106,3.88,65,14,7,9,9,2,18,0.66,13,1,1,1,2,0,3,0,0,22,64,4,124,11,20,1,0,0,107,5,12,796,1089,73.1,13401,4128,389,453,292,365,89,198,8,5.1,3.9,2.9,48,82,38,7,136,1343,19,173,648,535,73,1343,48,31,17,851,4504,1981,53,43,13,42,32,973,141,12,72,33,2.64,1.21,0.17,0.36,20.7,13,0,0,7.5,7.5,0.1,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Harry Maguire,ENG,DF,Manchester Utd,1993,27.9,34,21,22,8,4,19,31,12,36,29,7,32,66,101,3,24,0.86,14,2,1,5,0,2,0,0.0,0,0,0,0,0,0,9,1,1,21,19,1,2,32,21,0,0,1,148,75,28,1353,1578,85.7,27400,9647,436,476,722,792,174,265,0,0.1,0.6,-0.1,4,116,2,0,115,1843,236,851,903,102,42,1843,5,4,1,1068,6087,3525,22,15,1,13,5,1212,5,1,23,10,0.82,0.36,0.04,0.1,12.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Riyad Mahrez,ALG,FW,Manchester City,1991,16.6,11,3,5,4,2,5,19,14,15,1,14,6,17,6,0,73,4.38,55,12,1,4,1,0,10,0.6,7,2,0,1,0,0,0,0,0,10,15,3,97,6,3,0,0,0,70,8,14,777,947,82.0,11969,2132,443,486,264,313,53,102,5,4.2,3.8,0.8,39,27,34,6,70,1135,11,81,318,746,127,1130,50,26,24,775,4744,2037,74,35,44,42,21,847,234,11,56,18,3.36,1.08,0.13,0.39,17.9,6,4,5,10.1,6.2,0.11,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Ainsley Maitland-Niles,ENG,MF,Arsenal,1997,3.0,8,4,5,3,0,2,4,2,2,0,2,4,12,4,0,7,2.35,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,4,3,0,2,4,4,0,0,0,23,3,3,106,138,76.8,1811,549,46,58,54,62,6,13,0,0.3,0.5,-0.3,3,16,4,1,15,171,8,41,97,34,0,171,8,4,4,87,393,171,2,5,0,4,5,110,8,0,2,0,0.67,0.0,0.0,0.0,30.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Sadio Mané,SEN,FW,Liverpool,1992,31.3,33,20,7,14,12,8,26,18,30,1,29,8,41,15,0,114,3.64,79,0,8,17,10,0,13,0.41,7,0,1,4,1,0,5,0,0,50,50,19,50,8,20,1,0,0,109,30,50,818,1100,74.4,12061,2748,460,550,274,360,44,67,2,5.2,4.4,-3.2,41,63,61,5,130,1492,20,94,617,806,201,1492,77,47,29,1027,5897,2663,105,57,45,104,59,1218,305,16,98,37,3.13,1.18,0.16,0.43,14.2,0,0,0,17.2,17.2,0.18,-1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Javier Manquillo,ESP,DF,Newcastle Utd,1994,14.0,39,29,28,10,1,21,36,15,15,6,9,10,49,32,0,13,0.93,11,0,0,0,2,0,4,0.29,3,0,0,0,1,0,5,0,0,9,17,1,9,10,29,0,0,0,57,16,13,308,424,72.6,4133,1621,194,223,85,124,12,38,2,0.3,0.3,1.7,4,19,0,0,22,573,56,244,215,119,8,573,18,10,8,214,1018,442,6,11,0,14,3,230,25,1,4,2,0.29,0.14,0.25,0.5,15.2,0,0,0,0.3,0.3,0.06,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Fernando Marçal,BRA,MF|DF,Wolves,1989,16.1,42,22,27,14,1,21,37,16,25,4,21,28,70,52,0,22,1.37,19,1,0,1,1,0,2,0.12,0,1,0,1,0,0,3,0,0,29,9,1,60,28,22,0,1,0,94,26,18,669,887,75.4,10434,3383,356,394,264,347,35,87,0,0.6,0.7,-0.6,10,35,9,4,50,1093,59,348,443,312,24,1093,14,7,7,526,2466,1447,39,26,4,25,6,624,98,0,11,1,0.68,0.06,0.0,0.0,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Solly March,ENG,DF|FW,Brighton,1994,19.4,30,17,11,9,10,7,22,15,22,3,19,17,47,25,0,71,3.66,44,14,7,0,4,2,3,0.15,2,0,0,0,1,0,1,0,0,31,20,12,94,17,17,0,0,0,92,17,26,556,771,72.1,9536,2619,291,348,178,245,67,115,2,2.3,2.9,-0.3,35,30,33,8,69,961,45,149,336,488,60,961,38,23,15,545,3555,1747,71,30,20,26,29,608,148,0,20,10,1.03,0.52,0.0,0.0,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Pablo Marí,ESP,DF,Arsenal,1993,2.0,5,3,1,3,1,3,6,3,5,4,1,3,8,10,0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,3,0,0,0,10,5,3,79,92,85.9,1437,481,33,37,40,41,5,11,0,0.1,0.3,-0.1,1,6,0,0,9,120,14,46,71,4,3,120,0,0,0,68,363,202,0,0,0,2,0,67,0,0,1,0,0.5,0.0,0.0,0.0,5.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Anthony Martial,FRA,FW,Manchester Utd,1995,2.4,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,5,2.12,4,0,0,0,1,0,1,0.42,1,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,5,4,4,67,86,77.9,946,198,43,51,23,28,0,2,0,0.0,0.4,0.0,0,5,5,0,14,109,1,8,38,65,14,109,7,4,3,74,478,274,10,5,4,6,4,97,32,1,5,2,2.12,0.85,0.2,0.5,13.0,0,0,0,0.7,0.7,0.13,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Gabriel Martinelli,BRA,FW|MF,Arsenal,2001,20.7,27,19,7,14,6,10,29,19,26,1,25,20,47,15,0,72,3.49,48,4,8,8,2,2,13,0.63,6,2,2,3,0,0,3,1,1,24,20,10,74,20,19,0,0,0,86,18,44,439,611,71.8,6765,1235,252,303,150,204,29,62,6,4.3,3.4,1.7,34,11,16,5,37,898,25,102,256,556,117,897,79,45,34,554,4204,2058,79,32,43,58,34,593,207,6,51,15,2.47,0.73,0.1,0.33,14.7,0,1,1,7.3,6.6,0.13,-1.3,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Emiliano Martínez,ARG,GK,Aston Villa,1992,36.0,1,1,1,0,0,1,3,2,0,0,0,0,1,6,1,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,816,1103,74.0,21013,14329,202,203,383,390,227,502,0,0.0,0.0,0.0,0,15,0,0,0,1158,987,1140,19,0,0,1158,0,0,0,642,3642,2252,0,0,0,0,0,454,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,1.33,140.0,93.0,68.6,13.0,6.0,17.0,11.0,30.6,6.0,4.0,1.0,1.0,48.0,4.0,2.0,5.0,2.0,42.1,0.27,-3.9,-0.11,146.0,406.0,36.0,824.0,162.0,36.4,33.6,275.0,38.5,34.1,474.0,34.0,7.2,33.0,0.92,15.4
308,Adam Masina,MAR,DF,Watford,1994,12.0,24,13,11,10,3,12,29,17,18,6,12,18,42,45,0,13,1.09,9,2,0,0,1,1,1,0.08,1,0,0,0,0,0,0,0,0,14,4,0,30,18,13,0,1,0,70,29,17,375,549,68.3,7252,3197,147,183,178,230,47,121,1,0.7,0.7,0.3,7,33,7,6,37,680,61,268,296,122,5,680,11,9,2,271,1311,645,9,11,0,10,1,316,12,0,5,0,0.42,0.0,0.0,0.0,13.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Arthur Masuaku,COD,DF|FW,West Ham,1993,7.2,31,23,19,11,1,14,23,9,9,1,8,9,40,17,0,7,0.97,6,1,0,0,0,0,2,0.28,1,1,0,0,0,0,1,0,0,8,4,0,23,9,23,0,0,0,50,16,6,289,382,75.7,4058,1291,171,189,87,121,15,40,1,0.8,0.8,0.2,2,30,6,2,33,479,26,138,198,145,9,479,17,10,7,223,1001,525,16,8,5,8,9,272,26,1,4,1,0.55,0.14,0.25,1.0,26.5,0,0,0,0.1,0.1,0.01,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Juan Mata,ESP,MF,Manchester Utd,1988,2.6,6,4,2,3,1,3,5,2,1,0,1,1,7,1,0,9,3.45,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2,6,1,4,0,0,0,22,0,0,187,217,86.2,2589,580,119,127,43,52,14,19,0,0.2,0.3,-0.2,2,16,6,2,16,245,0,38,124,85,7,245,6,3,3,157,821,355,8,8,0,6,2,194,13,0,5,1,1.91,0.38,0.0,0.0,16.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Jean-Philippe Mateta,FRA,FW,Crystal Palace,1997,12.7,8,4,2,5,1,3,18,15,11,3,8,4,12,13,0,20,1.57,14,0,0,4,0,2,2,0.16,1,0,0,1,0,0,2,0,0,16,7,13,6,4,4,0,0,0,30,39,43,158,238,66.4,1749,253,106,142,29,44,2,7,1,1.3,0.6,-0.3,7,4,3,1,6,387,16,36,194,160,63,387,17,10,7,199,882,366,16,6,7,28,23,273,46,5,37,18,2.91,1.41,0.14,0.28,11.2,0,0,0,5.8,5.8,0.17,-0.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Nemanja Matić,SRB,MF,Manchester Utd,1988,15.4,31,18,19,11,1,15,31,16,21,6,15,31,62,21,3,30,1.96,28,0,1,0,0,1,6,0.39,6,0,0,0,0,0,3,0,0,26,3,0,6,31,18,0,0,0,124,28,17,911,1053,86.5,15189,4882,447,493,344,384,88,110,4,2.0,1.4,2.0,13,97,7,2,98,1215,55,335,709,182,8,1215,22,17,5,715,4173,2561,32,32,2,19,21,851,7,0,6,1,0.39,0.07,0.0,0.0,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Joël Matip,CMR,DF,Liverpool,1991,31.0,47,34,23,19,5,20,31,11,26,14,12,44,91,93,1,42,1.35,33,0,0,8,1,0,9,0.29,7,0,0,1,1,0,2,0,0,13,11,0,1,44,34,0,0,0,185,108,50,2074,2344,88.5,39370,13117,675,757,1170,1262,202,271,3,1.3,2.0,1.7,12,186,9,0,186,2651,232,991,1489,185,63,2651,10,9,1,1612,9763,7174,55,62,2,13,7,1837,7,3,35,7,1.13,0.23,0.09,0.43,9.9,0,0,0,3.4,3.4,0.1,-0.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Neal Maupay,FRA,FW,Brighton,1996,25.3,17,10,2,6,9,4,18,14,21,2,19,2,19,2,0,59,2.33,42,0,3,9,5,0,3,0.12,3,0,0,0,0,0,7,0,0,33,31,6,8,2,10,0,0,0,76,21,56,479,622,77.0,6208,920,279,326,144,174,11,19,2,2.4,2.0,-0.4,23,20,25,2,48,843,8,40,338,474,108,841,41,21,20,499,2081,808,21,34,7,53,51,615,164,8,59,14,2.33,0.55,0.12,0.5,16.8,0,1,2,8.7,7.1,0.12,-0.7,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Bryan Mbeumo,CMR,FW,Brentford,1999,32.3,28,16,1,12,15,6,20,14,21,6,15,11,39,20,0,86,2.66,53,10,10,6,7,0,12,0.37,10,1,0,0,1,0,4,0,0,20,38,13,75,11,16,0,0,0,130,29,103,527,817,64.5,7739,1649,315,409,149,229,38,81,7,3.7,3.3,3.3,34,33,28,7,56,1188,18,126,427,655,137,1187,80,39,41,713,4405,2052,81,39,33,87,57,828,273,4,76,19,2.35,0.59,0.04,0.16,16.3,4,1,1,9.3,8.5,0.11,-5.3,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,James McArthur,SCO,MF,Crystal Palace,1987,16.0,33,23,13,19,1,16,44,28,23,9,14,30,63,27,0,35,2.19,30,1,1,1,2,0,4,0.25,4,0,0,0,0,0,4,0,0,24,20,3,18,30,23,0,0,0,135,22,31,773,940,82.2,13033,3152,357,397,330,366,61,114,3,1.4,1.0,1.6,16,64,19,4,84,1127,45,271,641,226,19,1127,30,21,9,629,3305,1472,29,26,4,22,14,699,22,0,9,3,0.56,0.19,0.0,0.0,20.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,James Mcatee,ENG,MF|FW,Manchester City,2002,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,13,69.2,141,7,3,5,6,6,0,1,0,0.0,0.0,0.0,0,0,0,0,1,16,0,1,10,5,3,16,1,1,0,7,55,30,2,0,1,1,2,12,3,0,1,0,4.5,0.0,0.0,0.0,10.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Liam McCarron,SCO,FW,Leeds United,2001,0.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,100.0,42,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,2,15,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Alex McCarthy,ENG,GK,Southampton,1989,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,6,0,318,508,62.6,8708,6548,79,79,139,141,97,283,0,0.0,0.0,0.0,1,9,0,0,0,536,427,533,3,0,0,536,0,0,0,278,1311,913,0,0,0,0,0,231,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,27.0,1.59,71.0,44.0,62.0,3.0,7.0,7.0,5.0,29.4,0.0,0.0,0.0,0.0,27.0,0.0,0.0,6.0,0.0,21.5,0.31,-5.5,-0.32,74.0,246.0,30.1,383.0,78.0,40.7,34.7,125.0,72.0,50.6,255.0,22.0,8.6,5.0,0.29,9.6
